groundTruth,result,wordsInGroundTruth,wordsInResult,wordAccuracy,Method and file,Method,File,Decorations
..\..\groundtruth\00539351.txt,..\..\Submissions\mixed\00539351.txt,276,275,0.8442028986,mixed\00539351.txt,mixed,00539351.txt,#N/A
..\..\groundtruth\00539352.txt,..\..\Submissions\mixed\00539352.txt,288,289,0.7638888889,mixed\00539352.txt,mixed,00539352.txt,#N/A
..\..\groundtruth\00539353.txt,..\..\Submissions\mixed\00539353.txt,285,286,0.7754385965,mixed\00539353.txt,mixed,00539353.txt,#N/A
..\..\groundtruth\00539354.txt,..\..\Submissions\mixed\00539354.txt,275,272,0.7818181818,mixed\00539354.txt,mixed,00539354.txt,#N/A
..\..\groundtruth\00539355.txt,..\..\Submissions\mixed\00539355.txt,278,273,0.8057553957,mixed\00539355.txt,mixed,00539355.txt,#N/A
..\..\groundtruth\00539356.txt,..\..\Submissions\mixed\00539356.txt,260,256,0.8692307692,mixed\00539356.txt,mixed,00539356.txt,#N/A
..\..\groundtruth\00539357.txt,..\..\Submissions\mixed\00539357.txt,254,254,0.7834645669,mixed\00539357.txt,mixed,00539357.txt,#N/A
..\..\groundtruth\00539358.txt,..\..\Submissions\mixed\00539358.txt,276,279,0.8731884058,mixed\00539358.txt,mixed,00539358.txt,#N/A
..\..\groundtruth\00539359.txt,..\..\Submissions\mixed\00539359.txt,293,292,0.866894198,mixed\00539359.txt,mixed,00539359.txt,#N/A
..\..\groundtruth\00539360.txt,..\..\Submissions\mixed\00539360.txt,288,286,0.9027777778,mixed\00539360.txt,mixed,00539360.txt,#N/A
..\..\groundtruth\00539361.txt,..\..\Submissions\mixed\00539361.txt,268,267,0.8544776119,mixed\00539361.txt,mixed,00539361.txt,#N/A
..\..\groundtruth\00539362.txt,..\..\Submissions\mixed\00539362.txt,292,291,0.8082191781,mixed\00539362.txt,mixed,00539362.txt,#N/A
..\..\groundtruth\00539363.txt,..\..\Submissions\mixed\00539363.txt,257,257,0.8560311284,mixed\00539363.txt,mixed,00539363.txt,#N/A
..\..\groundtruth\00539364.txt,..\..\Submissions\mixed\00539364.txt,270,270,0.8962962963,mixed\00539364.txt,mixed,00539364.txt,#N/A
..\..\groundtruth\00539365.txt,..\..\Submissions\mixed\00539365.txt,255,254,0.02745098039,mixed\00539365.txt,mixed,00539365.txt,#N/A
..\..\groundtruth\00539366.txt,..\..\Submissions\mixed\00539366.txt,270,269,0.8592592593,mixed\00539366.txt,mixed,00539366.txt,#N/A
..\..\groundtruth\00539367.txt,..\..\Submissions\mixed\00539367.txt,269,268,0.8921933086,mixed\00539367.txt,mixed,00539367.txt,#N/A
..\..\groundtruth\00539368.txt,..\..\Submissions\mixed\00539368.txt,249,250,0.8273092369,mixed\00539368.txt,mixed,00539368.txt,#N/A
..\..\groundtruth\00539369.txt,..\..\Submissions\mixed\00539369.txt,287,286,0.9128919861,mixed\00539369.txt,mixed,00539369.txt,#N/A
..\..\groundtruth\00539370.txt,..\..\Submissions\mixed\00539370.txt,253,252,0.8577075099,mixed\00539370.txt,mixed,00539370.txt,#N/A
..\..\groundtruth\00539371.txt,..\..\Submissions\mixed\00539371.txt,268,269,0.8544776119,mixed\00539371.txt,mixed,00539371.txt,#N/A
..\..\groundtruth\00539372.txt,..\..\Submissions\mixed\00539372.txt,292,291,0.9006849315,mixed\00539372.txt,mixed,00539372.txt,#N/A
..\..\groundtruth\00539373.txt,..\..\Submissions\mixed\00539373.txt,269,270,0.9182156134,mixed\00539373.txt,mixed,00539373.txt,#N/A
